natureza_despesa,id_unidade,valor,unidade
DIÁRIAS,842,"R$         1.130,00",PROGRAMA DE PÓS-GRADUAÇÃO EM ARTES CÊNICAS
AUXÍLIO FINANCEIRO A PESQUISADORES,842,"R$         2.950,00",PROGRAMA DE PÓS-GRADUAÇÃO EM ARTES CÊNICAS
CUSTEIO,842,"R$        95.516,87",PROGRAMA DE PÓS-GRADUAÇÃO EM ARTES CÊNICAS
AUX. FINANCEIRO ESTUDANTE,842,"R$         3.000,00",PROGRAMA DE PÓS-GRADUAÇÃO EM ARTES CÊNICAS
PASSAGENS,842,"R$         6.495,03",PROGRAMA DE PÓS-GRADUAÇÃO EM ARTES CÊNICAS
EQUIP. MATERIAL PERMANENTE,842,"R$        31.246,96",PROGRAMA DE PÓS-GRADUAÇÃO EM ARTES CÊNICAS
EQUIP. MATERIAL PERMANENTE,911,"R$        16.508,00",PROGRAMA DE PÓS-GRADUAÇÃO EM ARTES VISUAIS
CUSTEIO,911,"R$        65.996,80",PROGRAMA DE PÓS-GRADUAÇÃO EM ARTES VISUAIS
SERV. PESSOA JURÍDICA,831,"R$         4.233,90",PROGRAMA DE PÓS-GRADUAÇÃO EM BIOÉTICA
SERV. PESSOA FÍSICA,831,"R$         1.312,00",PROGRAMA DE PÓS-GRADUAÇÃO EM BIOÉTICA
PASSAGENS,831,"R$         2.930,18",PROGRAMA DE PÓS-GRADUAÇÃO EM BIOÉTICA
AUX. FINANCEIRO ESTUDANTE,831,"R$         1.000,00",PROGRAMA DE PÓS-GRADUAÇÃO EM BIOÉTICA
DIÁRIAS,831,"R$           191,72",PROGRAMA DE PÓS-GRADUAÇÃO EM BIOÉTICA
CUSTEIO,831,"R$        34.802,96",PROGRAMA DE PÓS-GRADUAÇÃO EM BIOÉTICA
EQUIP. MATERIAL PERMANENTE,831,"R$         2.483,60",PROGRAMA DE PÓS-GRADUAÇÃO EM BIOÉTICA
CUSTEIO,900,"R$        45.302,40",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA POLÍTICA
CUSTEIO,995,"R$        11.404,80",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS AMBIENTAIS
CUSTEIO,896,"R$       188.269,08",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS CONTÁBEIS
EQUIP. MATERIAL PERMANENTE,946,"R$        36.969,00",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA INFORMAÇÃO
CUSTEIO,946,"R$       170.552,84",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA INFORMAÇÃO
EQUIPAMENTOS E MATERIAL PERMANENTE,946,"R$        14.970,00",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA INFORMAÇÃO
EQUIP. MATERIAL PERMANENTE,898,"R$        14.525,16",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA REABILITAÇÃO
AUX. FINANCEIRO ESTUDANTE,898,"R$         1.000,00",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA REABILITAÇÃO
CUSTEIO,898,"R$        88.564,00",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA REABILITAÇÃO
PASSAGENS,902,"R$         1.500,00",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA SAÚDE
CUSTEIO,902,"R$        94.909,78",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA SAÚDE
EQUIP. MATERIAL PERMANENTE,902,"R$        29.890,20",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA SAÚDE
EQUIPAMENTOS E MATERIAL PERMANENTE,902,"R$        20.170,00",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA SAÚDE
CAPITAL,902,"R$         6.658,92",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA SAÚDE
CONTRIBUICOES,903,"R$         1.524,60",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DO COMPORTAMENTO
CUSTEIO,903,"R$        98.263,15",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DO COMPORTAMENTO
MAT. CONSUMO,903,"R$            13,10",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DO COMPORTAMENTO
SERV. PESSOA JURÍDICA,903,"R$           500,98",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DO COMPORTAMENTO
MAT. CONSUMO,897,"R$         1.023,08",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS E TECNOLOGIAS EM SAÚDE
CUSTEIO,897,"R$       117.977,72",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS E TECNOLOGIAS EM SAÚDE
EQUIP. MATERIAL PERMANENTE,897,"R$        21.300,00",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS E TECNOLOGIAS EM SAÚDE
SERV. PESSOA JURÍDICA,897,"R$         3.647,60",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS E TECNOLOGIAS EM SAÚDE
CUSTEIO,906,"R$        18.511,58",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS FARMACÊUTICAS
CUSTEIO,997,"R$         2.900,00",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS FLORESTAIS
CUSTEIO,845,"R$        93.966,67",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS MÉDICAS
EQUIP. MATERIAL PERMANENTE,845,"R$        17.000,00",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS MÉDICAS
DIÁRIAS,840,"R$        29.024,51",PROGRAMA DE PÓS-GRADUAÇÃO EM COMPUTAÇÃO APLICADA (PROFISSIONAL)
CUSTEIO,840,"R$       474.032,03",PROGRAMA DE PÓS-GRADUAÇÃO EM COMPUTAÇÃO APLICADA (PROFISSIONAL)
PASSAGENS,840,"R$         7.075,80",PROGRAMA DE PÓS-GRADUAÇÃO EM COMPUTAÇÃO APLICADA (PROFISSIONAL)
SERV. PESSOA JURÍDICA,840,"R$        10.563,27",PROGRAMA DE PÓS-GRADUAÇÃO EM COMPUTAÇÃO APLICADA (PROFISSIONAL)
AUX. FINANCEIRO ESTUDANTE,840,"R$        19.060,46",PROGRAMA DE PÓS-GRADUAÇÃO EM COMPUTAÇÃO APLICADA (PROFISSIONAL)
DIÁRIAS,841,"R$         1.006,96",PROGRAMA DE PÓS-GRADUAÇÃO EM COMUNICAÇÃO/PPGCOM
CUSTEIO,841,"R$       189.179,78",PROGRAMA DE PÓS-GRADUAÇÃO EM COMUNICAÇÃO/PPGCOM
EQUIP. MATERIAL PERMANENTE,841,"R$         6.900,00",PROGRAMA DE PÓS-GRADUAÇÃO EM COMUNICAÇÃO/PPGCOM
CUSTEIO,929,"R$        73.841,96",PROGRAMA DE PÓS-GRADUAÇÃO EM DESENVOLVIMENTO E COOPERAÇÃO INTERNACIONAL
SERV. PESSOA JURÍDICA,929,"R$         1.600,00",PROGRAMA DE PÓS-GRADUAÇÃO EM DESENVOLVIMENTO E COOPERAÇÃO INTERNACIONAL
DIÁRIAS,875,"R$         8.011,40",PROGRAMA DE PÓS-GRADUAÇÃO EM DESIGN
SERV. PESSOA JURÍDICA,875,"R$           994,80",PROGRAMA DE PÓS-GRADUAÇÃO EM DESIGN
PASSAGENS,875,"R$        14.846,04",PROGRAMA DE PÓS-GRADUAÇÃO EM DESIGN
AUX. FINANCEIRO ESTUDANTE,875,"R$         3.200,00",PROGRAMA DE PÓS-GRADUAÇÃO EM DESIGN
CUSTEIO,875,"R$        62.485,20",PROGRAMA DE PÓS-GRADUAÇÃO EM DESIGN
EQUIPAMENTOS E MATERIAL PERMANENTE,914,"R$        25.956,20",PROGRAMA DE PÓS-GRADUAÇÃO EM DIREITO
SERV. PESSOA JURÍDICA,914,"R$       348.088,42",PROGRAMA DE PÓS-GRADUAÇÃO EM DIREITO
PASSAGENS,914,"R$       112.577,91",PROGRAMA DE PÓS-GRADUAÇÃO EM DIREITO
EQUIP. MATERIAL PERMANENTE,914,"R$       300.636,00",PROGRAMA DE PÓS-GRADUAÇÃO EM DIREITO
DIÁRIAS,914,"R$        35.765,48",PROGRAMA DE PÓS-GRADUAÇÃO EM DIREITO
SERV. PESSOA FÍSICA,914,"R$         4.000,00",PROGRAMA DE PÓS-GRADUAÇÃO EM DIREITO
MAT. CONSUMO,914,"R$         6.947,16",PROGRAMA DE PÓS-GRADUAÇÃO EM DIREITO
AUX. FINANCEIRO ESTUDANTE,914,"R$        15.124,40",PROGRAMA DE PÓS-GRADUAÇÃO EM DIREITO
CUSTEIO,914,"R$     1.880.044,35",PROGRAMA DE PÓS-GRADUAÇÃO EM DIREITO
CUSTEIO,916,"R$       190.172,30",PROGRAMA DE PÓS-GRADUAÇÃO EM DIREITOS HUMANOS E CIDADANIA
SERV. PESSOA JURÍDICA,1198,"R$           720,00",PROGRAMA DE PÓS-GRADUAÇÃO EM ECONOMIA
CUSTEIO,1198,"R$        83.968,80",PROGRAMA DE PÓS-GRADUAÇÃO EM ECONOMIA
AUXÍLIO FINANCEIRO A PESQUISADORES,977,"R$        52.395,12",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO
AUX. FINANCEIRO ESTUDANTE,977,"R$        57.395,12",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO
CUSTEIO,977,"R$       469.113,38",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO
DIÁRIAS,977,"R$        12.976,31",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO
EQUIP. MATERIAL PERMANENTE,977,"R$         4.295,00",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO
CONTRIBUICOES,977,"R$         3.669,80",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO
PASSAGENS,977,"R$        59.045,90",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO
SERV. PESSOA JURÍDICA,977,"R$        91.404,97",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO
CUSTEIO,1185,"R$        35.545,60",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO EM CIÊNCIAS
AUXÍLIO FINANCEIRO A PESQUISADORES,910,"R$        21.716,00",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO FÍSICA
CUSTEIO,910,"R$       132.564,00",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO FÍSICA
SERV. PESSOA JURÍDICA,910,"R$         2.616,70",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO FÍSICA
EQUIP. MATERIAL PERMANENTE,910,"R$        34.399,00",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO FÍSICA
PASSAGENS,910,"R$        18.580,24",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO FÍSICA
AUX. FINANCEIRO ESTUDANTE,910,"R$         2.836,10",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO FÍSICA
AUX. FINANCEIRO ESTUDANTE,843,"R$         3.700,00",PROGRAMA DE PÓS-GRADUAÇÃO EM ENFERMAGEM
PASSAGENS,843,"R$         3.891,11",PROGRAMA DE PÓS-GRADUAÇÃO EM ENFERMAGEM
SERV. PESSOA FÍSICA,843,"R$           655,50",PROGRAMA DE PÓS-GRADUAÇÃO EM ENFERMAGEM
CUSTEIO,843,"R$        72.810,20",PROGRAMA DE PÓS-GRADUAÇÃO EM ENFERMAGEM
SERV. PESSOA JURÍDICA,843,"R$         3.162,00",PROGRAMA DE PÓS-GRADUAÇÃO EM ENFERMAGEM
MAT. CONSUMO,843,"R$           111,00",PROGRAMA DE PÓS-GRADUAÇÃO EM ENFERMAGEM
EQUIP. MATERIAL PERMANENTE,843,"R$        31.459,60",PROGRAMA DE PÓS-GRADUAÇÃO EM ENFERMAGEM
DIÁRIAS,843,"R$         3.386,14",PROGRAMA DE PÓS-GRADUAÇÃO EM ENFERMAGEM
AUXÍLIO FINANCEIRO A PESQUISADORES,959,"R$         1.890,59",PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA BIOMÉDICA
CUSTEIO,959,"R$        74.004,80",PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA BIOMÉDICA
CUSTEIO,949,"R$        10.010,40",PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA DE SISTEMAS ELETRÔNICOS E AUTOMAÇÃO
CUSTEIO,948,"R$       229.760,62",PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA ELÉTRICA
SERV. PESSOA JURÍDICA,948,"R$        12.111,19",PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA ELÉTRICA
AUX. FINANCEIRO ESTUDANTE,948,"R$         1.800,00",PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA ELÉTRICA
CUSTEIO,1186,"R$         3.072,80",PROGRAMA DE PÓS-GRADUAÇÃO EM ENSINO DE CIÊNCIAS (PROFISSIONAL)
CUSTEIO,876,"R$        58.472,01",PROGRAMA DE PÓS-GRADUAÇÃO EM ESTATÍSTICA
SERV. PESSOA JURÍDICA,876,"R$           200,00",PROGRAMA DE PÓS-GRADUAÇÃO EM ESTATÍSTICA
PASSAGENS,876,"R$         9.549,31",PROGRAMA DE PÓS-GRADUAÇÃO EM ESTATÍSTICA
DIÁRIAS,876,"R$        21.421,40",PROGRAMA DE PÓS-GRADUAÇÃO EM ESTATÍSTICA
MAT. CONSUMO,876,"R$         1.500,00",PROGRAMA DE PÓS-GRADUAÇÃO EM ESTATÍSTICA
CUSTEIO,829,"R$       120.983,26",PROGRAMA DE PÓS-GRADUAÇÃO EM ESTRUTURAS E CONSTRUÇÃO CIVIL
MAT. CONSUMO,829,"R$         1.521,74",PROGRAMA DE PÓS-GRADUAÇÃO EM ESTRUTURAS E CONSTRUÇÃO CIVIL
PASSAGENS,829,"R$         9.106,41",PROGRAMA DE PÓS-GRADUAÇÃO EM ESTRUTURAS E CONSTRUÇÃO CIVIL
SERV. PESSOA JURÍDICA,829,"R$           253,32",PROGRAMA DE PÓS-GRADUAÇÃO EM ESTRUTURAS E CONSTRUÇÃO CIVIL
DIÁRIAS,829,"R$         2.027,16",PROGRAMA DE PÓS-GRADUAÇÃO EM ESTRUTURAS E CONSTRUÇÃO CIVIL
EQUIP. MATERIAL PERMANENTE,829,"R$        20.434,00",PROGRAMA DE PÓS-GRADUAÇÃO EM ESTRUTURAS E CONSTRUÇÃO CIVIL
CUSTEIO,1225,"R$        16.196,58",PROGRAMA DE PÓS-GRADUAÇÃO EM ESTUDOS COMPARADOS SOBRE AS AMÉRICAS
MAT. CONSUMO,917,"R$           340,80",PROGRAMA DE PÓS-GRADUAÇÃO EM FILOSOFIA
SERVIÇOS TIC,917,"R$         3.520,00",PROGRAMA DE PÓS-GRADUAÇÃO EM FILOSOFIA
CONTRIBUICOES,917,"R$         2.000,00",PROGRAMA DE PÓS-GRADUAÇÃO EM FILOSOFIA
EQUIPAMENTOS E MATERIAL PERMANENTE,917,"R$         6.488,90",PROGRAMA DE PÓS-GRADUAÇÃO EM FILOSOFIA
CUSTEIO,917,"R$        60.618,40",PROGRAMA DE PÓS-GRADUAÇÃO EM FILOSOFIA
MAT. CONSUMO,931,"R$         9.583,58",PROGRAMA DE PÓS-GRADUAÇÃO EM GEOLOGIA
SERV. PESSOA JURÍDICA,931,"R$         8.689,32",PROGRAMA DE PÓS-GRADUAÇÃO EM GEOLOGIA
SERV. PESSOA FÍSICA,931,"R$       200.000,00",PROGRAMA DE PÓS-GRADUAÇÃO EM GEOLOGIA
CUSTEIO,931,"R$        51.483,04",PROGRAMA DE PÓS-GRADUAÇÃO EM GEOLOGIA
CUSTEIO,901,"R$        77.758,80",PROGRAMA DE PÓS-GRADUAÇÃO EM GEOTECNIA
CUSTEIO,933,"R$         5.400,00",PROGRAMA DE PÓS-GRADUAÇÃO EM GESTÃO PÚBLICA (PROFISSIONAL)
CUSTEIO,928,"R$       136.831,42",PROGRAMA DE PÓS-GRADUAÇÃO EM HISTÓRIA
EQUIP. MATERIAL PERMANENTE,895,"R$        14.697,53",PROGRAMA DE PÓS-GRADUAÇÃO EM INFORMÁTICA
MAT. CONSUMO,895,"R$         1.548,51",PROGRAMA DE PÓS-GRADUAÇÃO EM INFORMÁTICA
CUSTEIO,895,"R$        90.998,43",PROGRAMA DE PÓS-GRADUAÇÃO EM INFORMÁTICA
SERV. PESSOA JURÍDICA,895,"R$         7.966,07",PROGRAMA DE PÓS-GRADUAÇÃO EM INFORMÁTICA
AUX. FINANCEIRO ESTUDANTE,895,"R$           800,00",PROGRAMA DE PÓS-GRADUAÇÃO EM INFORMÁTICA
CUSTEIO,960,"R$         4.940,00",PROGRAMA DE PÓS-GRADUAÇÃO EM INTEGRIDADE DE MATERIAIS DA ENGENHARIA
DIÁRIAS,1203,"R$         3.076,30",PROGRAMA DE PÓS-GRADUAÇÃO EM LINGUÍSTICA APLICADA
SERV. PESSOA FÍSICA,1203,"R$         2.400,00",PROGRAMA DE PÓS-GRADUAÇÃO EM LINGUÍSTICA APLICADA
CUSTEIO,1203,"R$        44.560,00",PROGRAMA DE PÓS-GRADUAÇÃO EM LINGUÍSTICA APLICADA
PASSAGENS,1203,"R$         5.479,94",PROGRAMA DE PÓS-GRADUAÇÃO EM LINGUÍSTICA APLICADA
AUX. FINANCEIRO ESTUDANTE,987,"R$         9.936,80",PROGRAMA DE PÓS-GRADUAÇÃO EM LITERATURA
CUSTEIO,987,"R$       112.044,56",PROGRAMA DE PÓS-GRADUAÇÃO EM LITERATURA
AUXÍLIO FINANCEIRO A PESQUISADORES,987,"R$         2.000,00",PROGRAMA DE PÓS-GRADUAÇÃO EM LITERATURA
CUSTEIO,990,"R$         2.618,40",PROGRAMA DE PÓS-GRADUAÇÃO EM MATEMÁTICA EM REDE NACIONAL (PROFISSIONAL)
CUSTEIO,874,"R$        15.517,63",PROGRAMA DE PÓS-GRADUAÇÃO EM MEDICINA TROPICAL
EQUIP. MATERIAL PERMANENTE,874,"R$        21.456,71",PROGRAMA DE PÓS-GRADUAÇÃO EM MEDICINA TROPICAL
SERV. PESSOA FÍSICA,996,"R$           655,20",PROGRAMA DE PÓS-GRADUAÇÃO EM MEIO AMBIENTE EM DESENVOLVIMENTO RURAL
CUSTEIO,996,"R$         2.944,00",PROGRAMA DE PÓS-GRADUAÇÃO EM MEIO AMBIENTE EM DESENVOLVIMENTO RURAL
PASSAGENS,926,"R$         2.000,00",PROGRAMA DE PÓS-GRADUAÇÃO EM METAFÍSICA
EQUIP. MATERIAL PERMANENTE,926,"R$         1.000,00",PROGRAMA DE PÓS-GRADUAÇÃO EM METAFÍSICA
CUSTEIO,926,"R$        33.081,28",PROGRAMA DE PÓS-GRADUAÇÃO EM METAFÍSICA
SERV. PESSOA JURÍDICA,926,"R$           450,00",PROGRAMA DE PÓS-GRADUAÇÃO EM METAFÍSICA
CONTRIBUICOES,926,"R$         4.000,00",PROGRAMA DE PÓS-GRADUAÇÃO EM METAFÍSICA
EQUIPAMENTOS E MATERIAL PERMANENTE,873,"R$         5.073,60",PROGRAMA DE PÓS-GRADUAÇÃO EM MÚSICA
CUSTEIO,873,"R$        17.291,20",PROGRAMA DE PÓS-GRADUAÇÃO EM MÚSICA
OBRIGAÇÕES PATRONAIS,899,"R$         3.029,62",PROGRAMA DE PÓS-GRADUAÇÃO EM NUTRIÇÃO HUMANA
SERV. PESSOA JURÍDICA,899,"R$         5.564,33",PROGRAMA DE PÓS-GRADUAÇÃO EM NUTRIÇÃO HUMANA
CUSTEIO,899,"R$        43.801,05",PROGRAMA DE PÓS-GRADUAÇÃO EM NUTRIÇÃO HUMANA
MAT. CONSUMO,899,"R$         2.300,30",PROGRAMA DE PÓS-GRADUAÇÃO EM NUTRIÇÃO HUMANA
CUSTEIO,907,"R$        80.708,08",PROGRAMA DE PÓS-GRADUAÇÃO EM ODONTOLOGIA
EQUIP. MATERIAL PERMANENTE,907,"R$        22.097,80",PROGRAMA DE PÓS-GRADUAÇÃO EM ODONTOLOGIA
CUSTEIO,1624,"R$        20.040,01",PROGRAMA DE PÓS-GRADUAÇÃO EM POLÍTICAS PÚBLICAS PARA INFÂNCIA E JUVENTUDE (PROFISSIONAL)
CUSTEIO,982,"R$        35.734,87",PROGRAMA DE PÓS-GRADUAÇÃO EM PROCESSOS DE DESENVOLVIMENTO HUMANO E SAÚDE
CONTRIBUICOES,982,"R$         1.908,00",PROGRAMA DE PÓS-GRADUAÇÃO EM PROCESSOS DE DESENVOLVIMENTO HUMANO E SAÚDE
CUSTEIO,978,"R$        10.472,00",PROGRAMA DE PÓS-GRADUAÇÃO EM PROFNIT - PROPRIEDADE INTELECTUAL E TRANSFERÊNCIA DE TECNOLOGIA PARA A INOVAÇÃO (PROFISSIONAL)
CONTRIBUICOES,986,"R$         9.676,00",PROGRAMA DE PÓS-GRADUAÇÃO EM PSICOLOGIA CLÍNICA E CULTURA
CUSTEIO,986,"R$       212.498,89",PROGRAMA DE PÓS-GRADUAÇÃO EM PSICOLOGIA CLÍNICA E CULTURA
CUSTEIO,913,"R$       112.869,19","PROGRAMA DE PÓS-GRADUAÇÃO EM PSICOLOGIA SOCIAL, DO TRABALHO E DAS ORGANIZAÇÕES (PSTO)"
PASSAGENS,913,"R$         1.100,00","PROGRAMA DE PÓS-GRADUAÇÃO EM PSICOLOGIA SOCIAL, DO TRABALHO E DAS ORGANIZAÇÕES (PSTO)"
AUXÍLIO FINANCEIRO A PESQUISADORES,913,"R$         9.344,00","PROGRAMA DE PÓS-GRADUAÇÃO EM PSICOLOGIA SOCIAL, DO TRABALHO E DAS ORGANIZAÇÕES (PSTO)"
EQUIP. MATERIAL PERMANENTE,844,"R$         5.966,40",PROGRAMA DE PÓS-GRADUAÇÃO EM QUÍMICA
MAT. CONSUMO,844,"R$           144,00",PROGRAMA DE PÓS-GRADUAÇÃO EM QUÍMICA
CUSTEIO,844,"R$        10.542,40",PROGRAMA DE PÓS-GRADUAÇÃO EM QUÍMICA
DIÁRIAS,908,"R$         4.407,16",PROGRAMA DE PÓS-GRADUAÇÃO EM SAÚDE COLETIVA
CUSTEIO,908,"R$       120.196,96",PROGRAMA DE PÓS-GRADUAÇÃO EM SAÚDE COLETIVA
CONTRIBUICOES,908,"R$         4.000,00",PROGRAMA DE PÓS-GRADUAÇÃO EM SAÚDE COLETIVA
CONTRIBUICOES,915,"R$        12.396,80",PROGRAMA DE PÓS-GRADUAÇÃO EM SOCIOLOGIA
SERV. PESSOA JURÍDICA,915,"R$         3.687,00",PROGRAMA DE PÓS-GRADUAÇÃO EM SOCIOLOGIA
CUSTEIO,915,"R$        86.261,60",PROGRAMA DE PÓS-GRADUAÇÃO EM SOCIOLOGIA
OBRIGAÇÕES PATRONAIS,915,"R$           722,82",PROGRAMA DE PÓS-GRADUAÇÃO EM SOCIOLOGIA
AUX. FINANCEIRO ESTUDANTE,830,"R$           600,00",PROGRAMA DE PÓS-GRADUAÇÃO EM TECNOLOGIA AMBIENTAL E RECURSOS HÍDRICOS
MAT. CONSUMO,830,"R$         1.949,31",PROGRAMA DE PÓS-GRADUAÇÃO EM TECNOLOGIA AMBIENTAL E RECURSOS HÍDRICOS
CUSTEIO,830,"R$        21.104,00",PROGRAMA DE PÓS-GRADUAÇÃO EM TECNOLOGIA AMBIENTAL E RECURSOS HÍDRICOS
EQUIP. MATERIAL PERMANENTE,830,"R$        26.730,28",PROGRAMA DE PÓS-GRADUAÇÃO EM TECNOLOGIA AMBIENTAL E RECURSOS HÍDRICOS
MAT. CONSUMO,828,"R$         1.353,91",PROGRAMA DE PÓS-GRADUAÇÃO EM TRANSPORTES
EQUIP. MATERIAL PERMANENTE,828,"R$        13.155,43",PROGRAMA DE PÓS-GRADUAÇÃO EM TRANSPORTES
EQUIPAMENTOS E MATERIAL PERMANENTE,828,"R$        20.473,69",PROGRAMA DE PÓS-GRADUAÇÃO EM TRANSPORTES
PASSAGENS,828,"R$        18.903,01",PROGRAMA DE PÓS-GRADUAÇÃO EM TRANSPORTES
SERV. PESSOA JURÍDICA,828,"R$         3.676,99",PROGRAMA DE PÓS-GRADUAÇÃO EM TRANSPORTES
CUSTEIO,828,"R$        72.341,84",PROGRAMA DE PÓS-GRADUAÇÃO EM TRANSPORTES
DIÁRIAS,828,"R$        10.255,49",PROGRAMA DE PÓS-GRADUAÇÃO EM TRANSPORTES
CONTRIBUICOES,321,"R$        42.240,28",RÁDIO E TELEVISÃO UNIVERSITÁRIAS - UNBTV
OBRIGAÇÕES CONTRIBUTIVAS,321,"R$           201,34",RÁDIO E TELEVISÃO UNIVERSITÁRIAS - UNBTV
EXCLUSIVO PARA CONV. DNOC - MATERIAL DE CONSUMO,321,"R$           684,00",RÁDIO E TELEVISÃO UNIVERSITÁRIAS - UNBTV
TRANF.PJ,321,"R$       800.000,00",RÁDIO E TELEVISÃO UNIVERSITÁRIAS - UNBTV
SERVIÇOS TIC,321,"R$        26.800,00",RÁDIO E TELEVISÃO UNIVERSITÁRIAS - UNBTV
EQUIP. MATERIAL PERMANENTE,321,"R$     1.570.930,70",RÁDIO E TELEVISÃO UNIVERSITÁRIAS - UNBTV
CAPITAL,321,"R$     1.401.537,52",RÁDIO E TELEVISÃO UNIVERSITÁRIAS - UNBTV
SERV. PESSOA JURÍDICA,321,"R$         4.853,78",RÁDIO E TELEVISÃO UNIVERSITÁRIAS - UNBTV
AUX. FINANCEIRO ESTUDANTE,321,"R$       100.000,00",RÁDIO E TELEVISÃO UNIVERSITÁRIAS - UNBTV
MAT. CONSUMO,321,"R$        41.570,96",RÁDIO E TELEVISÃO UNIVERSITÁRIAS - UNBTV
CUSTEIO,321,"R$     2.098.345,20",RÁDIO E TELEVISÃO UNIVERSITÁRIAS - UNBTV
LOC. MÃO-DE-OBRA,837,"R$       198.359,71",RECEPCIONISTA - JAG7/CONTRATO
OUTRAS DESPESAS CORRENTES - TRANSF. A INST. PRIVADAS S/FINS LUCRATIVOS,69,"R$        10.000,00",REITORIA
PASSAGENS,69,"R$       173.916,83",REITORIA
AUXÍLIO FINANCEIRO A PESQUISADORES,69,"R$        98.204,00",REITORIA
EXCLUSIVO PARA CONV. DNOC - MATERIAL DE CONSUMO,69,"R$         4.692,00",REITORIA
LOC. MÃO-DE-OBRA,69,"R$       413.285,08",REITORIA
EQUIP. MATERIAL PERMANENTE,69,"R$       816.511,12",REITORIA
OUTRAS DESP.PESSOAL DEC. CONTRATOS TERCEIRIZ.,69,"R$       186.383,64",REITORIA
SERV. PESSOA FÍSICA,69,"R$        24.908,70",REITORIA
CUSTEIO,69,"R$     3.406.257,64",REITORIA
OBRIGAÇÕES PATRONAIS,69,"R$         2.483,53",REITORIA
SERV. PESSOA JURÍDICA,69,"R$     5.658.538,83",REITORIA
INDENIZAÇÕES E RESTITUIÇÕE,69,"R$            60,56",REITORIA
EQUIPAMENTOS E MATERIAL PERMANENTE,69,"R$       214.229,80",REITORIA
CONTRIBUICOES,69,"R$     8.494.160,48",REITORIA
DIÁRIAS,69,"R$        98.965,77",REITORIA
SERVIÇOS TIC,69,"R$         9.998,00",REITORIA
MAT. CONSUMO,69,"R$       195.112,10",REITORIA
PASSAGENS,387,"R$        10.000,00",SECRETARIA DA FACULDADE DE EDUCAÇÃO
SERV. PESSOA JURÍDICA,387,"R$         1.000,00",SECRETARIA DA FACULDADE DE EDUCAÇÃO
CUSTEIO,140,"R$     1.642.405,48",SECRETARIA DE ADMINISTRACAO ACADEMICA
